tSNE1,tSNE2
-38.556652,-78.32894
-16.660679,22.032799
46.09047,-62.131874
-75.516975,-20.859592
-88.25243,-106.62847
5.677969,-51.60031
71.30308,-43.805016
-59.766922,16.499578
127.83015,-67.22848
8.424804,-66.0791
-49.61189,-75.00847
53.264572,15.43984
-24.83831,-139.38773
19.44994,-61.07824
5.01853,-51.09431
59.236786,-10.749161
-44.75635,13.34119
13.519791,39.250435
-50.740784,12.565824
-7.2380023,23.825727
26.680578,36.59316
-80.312195,-20.520721
-99.7457,-11.379352
-53.475224,20.916811
118.869225,-5.7282267
-32.6121,-50.005447
9.110235,27.182283
2.3734648,23.743692
-6.644453,-92.98441
57.656162,-15.02913
-57.204723,-137.30157
3.276203,-31.929768
-9.547176,-91.67089
88.41517,-20.07863
-63.42914,-82.09289
35.09959,7.49192
-19.047148,-6.051306
-8.588211,-92.00217
67.24164,-31.604187
-93.11716,-71.16751
5.201079,-35.38894
-14.068147,8.366304
42.761974,-68.390564
4.646502,-59.104397
52.955715,-70.50962
8.417297,10.146584
-67.58488,-6.1448298
110.1156,-57.99124
-92.74051,-37.83248
-97.30628,-2.1136203
-8.415001,-67.124886
49.27403,1.3739848
-58.014847,-70.14081
18.370646,34.214733
-7.646813,-66.21899
15.182331,-5.0569553
69.05796,-96.53944
-90.18644,-21.295525
-131.76299,12.515308
-70.88461,51.305992
122.90692,-66.616104
-61.886955,-6.287782
15.014738,12.512012
-6.9057336,18.193325
-7.0515704,-15.4783125
68.87955,-97.4063
-143.73103,2.084721
-49.57166,-135.76628
-46.10755,17.54135
20.172926,19.875645
-59.76568,16.500198
41.86777,25.009342
-40.29983,-77.671295
-37.82179,11.258597
118.29089,-24.564306
12.2913475,-46.215862
-130.27083,-58.83433
-7.3640766,21.55561
31.742058,-111.919586
4.0577383,-58.142048
42.946503,-125.07172
13.750787,4.803702
-7.5137944,-66.28634
104.88931,-57.09655
10.364623,-41.492233
-7.5204,23.801208
32.796516,-47.84693
-63.42757,-82.09309
42.816284,-125.96386
-53.478615,-65.19861
-9.324875,-142.78484
55.480743,17.690168
10.364623,-41.492233
15.15557,-53.05038
-4.892507,-75.63034
91.42337,-20.68787
4.351564,-113.51177
39.577183,1.5184898
-12.675045,-118.41701
-42.337593,-43.439304
47.245266,-61.991
-96.65238,-40.690964
-92.966354,-16.800293
-0.6901896,-147.76485
35.198055,-71.512726
-18.274174,17.065933
105.23796,-74.44484
-4.1819596,-62.346996
-41.2467,-22.146523
112.92656,-97.019775
-75.517,-20.859083
-80.44906,-28.229837
8.897636,14.459981
63.515575,-19.97382
-20.131247,13.699586
140.64682,7.972818
-65.61029,22.242588
15.182587,-5.056961
121.47011,-9.792442
-78.27498,-45.17074
-91.07615,-101.29477
-10.682611,-143.30208
14.240523,-84.850464
-7.2150655,11.342273
51.031956,-92.18859
-58.12936,38.462788
-50.613014,6.596941
44.22212,-54.81352
-73.78145,-28.171928
-90.46377,-37.233505
-54.665394,27.856525
45.92832,16.755962
-59.836365,20.960348
24.676079,-11.957104
-12.331581,-102.84041
-55.862553,-62.60548
27.550503,25.702127
-98.54213,-12.899484
-139.00461,50.02935
-23.919374,-12.835245
49.105507,28.04815
-7.2168107,12.441734
35.70215,10.347017
-54.785236,-43.873203
-47.536755,-51.383175
70.39603,-36.35173
-116.30562,-38.991505
-83.493,-34.732937
-11.233221,-143.49261
9.611264,25.673756
5.050214,-92.72085
35.51431,3.7498074
12.728495,3.482843
8.151596,9.593145
26.680622,36.593224
14.527902,-60.391655
33.54996,-83.96751
-13.511265,-103.99769
88.12179,-20.023916
-69.22141,49.212894
128.62357,-66.705444
2.3734648,23.743692
-9.285759,-91.52982
113.98802,-86.86062
-76.73635,-95.63511
-78.92809,-94.07753
-7.5800443,-16.753138
120.37636,-56.53236
1.8402438,-42.707966
42.91509,-125.43655
9.875624,1.4397217
-65.229294,28.120436
25.675304,30.530329
-70.20003,-67.29532
15.15557,-53.05038
-7.5204,23.801208
36.58358,-9.162303
5.077976,-93.02788
109.31322,2.6072628
4.110106,-17.664406
9.861418,1.3527694
124.63365,-13.857119
-85.26184,-65.386505
-142.13924,-1.1695125
8.1477585,16.876884
59.763096,25.880547
-60.72836,33.82081
37.17597,20.91094
-7.786793,-66.9939
-52.697193,6.122285
28.046751,33.538746
-98.422615,-21.263767
41.022026,-145.33678
17.25497,-3.3071003
117.110115,-40.61334
1.9898852,-110.76717
57.48758,-61.779003
-25.390472,17.18091
-63.08112,27.753452
70.39603,-36.35173
-88.13829,-106.63436
-80.450294,-28.229856
-8.7941475,-67.16939
107.46401,-71.1425
-1.3055781,-141.50983
120.76236,-69.860275
3.9511693,-50.139942
9.267539,-135.62451
48.37682,15.075208
15.400398,-152.34554
-88.84963,-22.855162
-24.924109,17.561419
96.62338,-64.48727
-54.1317,-78.11526
101.25235,-14.394465
-46.256954,17.907282
-20.84423,-98.43424
39.071415,-59.575653
-90.186806,-21.2956
-90.46377,-37.233505
-0.8129126,-147.99956
48.654854,19.86914
-47.62569,10.633098
25.639608,3.6918125
-57.88183,-16.449327
-52.861305,21.571789
54.317245,-117.6465
-137.75464,-9.579924
-27.719007,-118.399475
-49.999683,-52.027542
12.04963,-79.37454
-63.550972,-84.753586
14.859553,41.327965
-3.431084,-13.962792
-8.588211,-92.00217
106.87551,-55.57277
32.87692,-88.09722
-24.742682,-138.7892
-51.716564,6.3033113
34.55256,-120.60493
0.9498687,-0.41611576
60.034805,24.829742
-54.70247,20.505777
8.737397,1.166535
114.368805,-29.376207
2.0653265,-36.782505
-88.25244,-106.62847
-50.000015,-52.027508
14.033594,-85.19723
-32.6121,-50.005447
97.30548,-73.23158
5.2756276,-16.071741
1.2683767,17.575191
107.2848,-99.788605
-103.92612,-1.1391622
-142.13924,-1.1695125
-71.754616,-15.858643
17.385382,16.150179
-63.550972,-84.753586
25.734627,-110.65471
-61.675114,-18.76153
-36.990425,-67.01926
27.818544,32.18486
-27.771023,-129.79178
-139.22377,39.418365
-62.818535,8.307409
101.574684,-26.47575
-64.05746,42.65525
100.50949,-27.24356
-46.509842,18.50192
13.985799,5.4308014
28.088556,13.249255
-103.92612,-1.1391622
-121.0572,24.323708
-12.4361725,15.363046
29.767391,12.706431
-18.252747,19.162645
10.665445,29.998425
-52.735596,6.115794
-55.862553,-62.60548
57.708084,-115.17494
-152.3214,-5.1132083
-135.97495,60.720196
-39.8486,-67.46482
48.05818,20.351603
1.1333936,-0.45608202
20.725687,6.047944
-72.445305,52.226925
8.405497,11.25674
127.39807,-11.41084
15.823065,-49.65631
-79.4235,-48.12148
8.125143,-11.999037
116.02817,-14.031459
2.3404903,6.0764627
105.30262,-41.496147
-40.583282,-43.476982
-25.577013,17.02686
-135.52013,-53.63675
-88.25243,-106.62847
-23.833635,7.949413
111.14196,-30.345581
8.923233,-130.09532
36.87106,14.124837
-6.765024,21.765223
-51.25439,-68.70312
122.29846,-16.183826
-116.34623,-31.32327
-87.20621,-42.72373
-60.543564,-92.7624
47.36542,-15.083869
-56.03956,-71.19729
45.83167,-83.59407
-49.407444,-51.751274
-58.191284,38.383244
52.393593,5.203451
-122.203766,17.32696
-68.94101,-60.123188
-71.754616,-15.858643
53.43815,-81.086044
-54.1317,-78.11526
92.92995,-67.40603
-30.764362,7.860373
-3.5142188,-75.84897
77.6701,-56.686592
-96.305855,-0.48629737
-139.25491,-7.956187
-60.543564,-92.7624
22.663603,5.5751405
-33.818623,-58.096844
25.734413,-110.654724
-69.68816,-87.93177
-57.548294,2.4550228
51.24062,11.819618
-77.857506,-56.30606
-148.21135,-11.337005
-25.471966,-17.570871
96.090775,-70.25794
-47.879723,8.235269
39.812096,-49.69784
-24.523193,-12.603998
2.1170173,23.468697
47.783134,12.662278
-104.33374,-38.854427
-88.29547,-20.89678
17.867926,-2.985232
41.82013,-0.61901915
5.050214,-92.72085
100.832855,-29.92346
-25.390472,17.18091
-8.99319,-142.65353
70.10409,-90.41019
-26.685852,-131.17215
-150.47833,-6.0634446
5.9223733,-15.527241
15.584838,24.9876
-61.886955,-6.287782
17.85684,29.445633
8.225876,16.567892
1.0990006,-127.28895
38.00414,-61.120277
-98.117645,3.1996357
-28.321663,-124.93079
-3.7435544,-75.69251
76.906265,-15.372781
-22.181677,-60.72536
48.120262,-91.81233
-3.5871482,-61.95415
1.2307808,18.141617
38.00414,-61.120277
-96.64695,-40.69221
-79.42132,-48.119358
-61.423466,-19.046144
61.92798,-38.048615
-1.9275591,-22.417366
73.62494,-13.767591
-43.02615,-59.78353
-6.875743,18.218777
106.95844,-55.520977
-149.33577,-13.438205
-114.89823,-38.39158
-42.17201,-76.642525
123.10336,-63.03031
-58.817535,13.114744
33.38465,-76.74733
-66.87779,15.621232
3.8582573,-18.031927
-144.95123,-37.502354
-131.76299,12.515308
-70.88461,51.305992
46.190144,-115.65627
0.7961754,5.2360773
60.57479,-55.4114
1.3386372,21.642015
-45.664593,16.430614
24.624794,35.506805
-28.957336,-117.78255
-90.46215,-37.234245
-23.445038,-8.144922
39.905354,-131.71428
6.1527514,-6.2717338
63.676662,-8.069046
8.424804,-66.0791
-75.37792,45.152824
118.52919,-24.759567
-149.33577,-13.438205
15.15557,-53.05038
-7.066049,19.806753
138.02434,-4.733703
-15.029731,-14.070136
62.470055,-45.83432
-49.642635,-72.735855
12.37917,3.1825361
116.141914,-92.18088
18.40968,-64.442986
-27.478777,-110.985374
-13.511184,-103.99768
22.828386,8.317511
0.14799348,-90.2549
96.90175,-73.00042
-12.943121,15.641981
1.2213693,22.02426
51.24062,11.819618
-73.16175,-42.02948
-83.493,-34.732937
-71.81736,-81.666794
28.337934,-7.7587094
-32.198994,-50.52173
96.901566,-72.99906
-7.646813,-66.21899
-36.990425,-67.01926
112.64242,-54.331917
32.87692,-88.09722
-80.45027,-28.22982
-18.865099,-6.6958213
47.12721,16.13466
2.8557518,-107.48796
16.572176,10.564364
4.905566,-16.628244
-11.90345,-118.96498
121.384346,-9.686177
-144.54703,14.801941
-28.321663,-124.93079
9.0414,-137.0655
21.430737,12.749342
-38.31407,-52.38647
35.514294,3.74984
-8.026365,-131.73283
-24.746511,-12.517091
115.813576,-29.278524
-80.31394,-20.520567
-127.88386,60.496765
-8.073467,-17.188322
17.819002,-16.53266
-3.5763793,-22.41065
100.832855,-29.92346
-57.882023,-16.449337
4.411774,-50.342663
77.385544,-61.569458
-28.73348,-118.5473
24.698465,-79.44378
-16.54271,-95.316505
115.88652,-3.2743213
-58.96272,30.33809
45.83167,-83.59407
-14.360368,8.42175
-41.24626,-22.146492
114.57183,-86.83906
-92.429245,-47.69837
-90.46377,-37.233505
-7.3640766,21.55561
20.861317,-131.0881
-18.252747,19.162645
93.869835,-19.9161
12.728495,3.482843
-1.2853345,-118.91142
23.564173,32.877396
-76.735756,-95.635414
19.44994,-61.07824
-52.94662,6.0933666
70.960266,-53.815956
-56.922066,-70.59226
42.946503,-125.07172
-4.0372286,-14.346472
15.970863,-4.055793
60.579994,-16.465158
-98.422646,-21.263292
-127.88386,60.496765
-14.597385,23.983461
138.02434,-4.733703
-64.99604,42.8504
101.65218,-13.779581
-12.711863,-103.17328
-16.660677,22.032799
25.856047,28.066393
-138.02512,40.64088
-145.48125,25.310183
-55.848927,-45.394455
68.03365,-103.51672
4.168628,-58.32209
28.121473,-128.8305
2.8713381,24.78337
15.56559,-4.5718045
104.89016,-57.09737
-78.37905,-93.923355
6.748999,-37.447235
6.3532634,-52.14985
58.95373,22.99978
-42.242046,12.04682
104.55388,-40.213238
8.511333,10.698796
-53.247063,-41.830536
106.756424,-55.649834
-39.206066,-139.02028
-125.66418,-50.523487
-60.543724,-92.762474
109.35618,-13.894543
1.9182351,-110.76493
35.51391,3.749788
-25.390472,17.18091
8.401353,10.713226
53.945034,-14.736573
-77.857506,-56.30606
-99.74429,-11.379601
-13.346835,-117.755
15.301012,33.643982
-0.9997434,11.660616
101.25235,-14.394465
-3.5871482,-61.95415
8.0731125,1.1076821
106.87551,-55.57277
2.0653265,-36.782505
-97.7543,-11.587856
10.963894,-71.192825
14.342149,31.361675
1.7556708,-43.131454
45.567142,3.094215
-30.764362,7.860373
1.28014,16.831179
57.708084,-115.17494
-92.430626,-47.69846
-145.48125,25.310183
-54.733284,-63.431644
41.072052,-47.091656
1.67546,-43.53153
110.95721,-72.89946
-17.249207,-95.68588
9.628316,-69.28402
75.56219,-61.682
-125.33885,61.653217
-114.89823,-38.39158
-9.547176,-91.67089
-0.3454246,4.6545467
21.593931,-1.7105764
-4.6679807,-62.51205
51.73813,8.052511
19.65498,-74.08741
-88.29547,-20.89678
-30.450563,6.694469
59.236786,-10.749161
-47.933002,10.863412
95.98591,-20.220139
8.300493,-65.5786
-14.588666,16.338991
43.200317,-55.906292
-80.76465,-35.802437
-110.14265,-31.652134
-64.06669,22.239145
53.000286,-81.12883
-28.848137,13.293539
140.64682,7.972818
13.750787,4.803702
-0.2201993,-75.77816
27.606524,34.709747
-85.26184,-65.386505
23.285494,-75.51136
22.613539,-1.3130215
42.579056,-1.2670755
3.9994483,-58.04414
37.06347,-2.2473378
-72.445305,52.226925
-11.642274,-119.12974
101.17202,-108.160355
-74.45977,-100.1357
-135.84755,34.379395
-10.68272,-143.30289
26.962517,-94.661224
-22.301544,13.107212
35.70215,10.347017
-41.20583,-22.331318
1.0990006,-127.28895
19.135326,-20.188189
-77.857506,-56.30606
-88.459015,-41.782772
22.946587,-1.1966872
118.37106,-39.56678
8.145569,-125.8739
18.370747,34.214657
-38.883804,11.437182
-7.531131,-110.68847
21.487421,29.149214
-24.390856,-135.32774
-97.30628,-2.1136203
-48.878258,-51.764076
122.225914,-59.5842
-44.570442,12.763271
41.698574,25.20178
-1.866575,-119.1196
8.271835,16.37759
114.57398,-86.83917
-116.34668,-31.323158
-88.459015,-41.782772
8.897636,14.459981
40.266922,-4.014468
-56.922066,-70.59226
50.88124,-70.448906
-7.529749,-65.58588
1.3418298,-127.06219
52.393593,5.203451
-84.4013,-75.76114
-123.8959,17.891727
-24.449095,17.923786
60.165886,-30.038399
-18.12621,17.044611
106.52083,-0.47839177
1.0670762,-127.322914
-23.84685,8.134622
120.49035,-16.152557
-133.29828,10.40065
-148.21135,-11.337005
-23.878763,8.938164
55.847492,-109.04709
4.412662,-113.50413
44.771416,-84.965645
9.227213,-135.9513
-49.46533,-13.791245
80.52151,-13.229769
-74.459854,-100.13521
-139.00461,50.02935
-65.26136,22.233625
14.342149,31.361675
-7.148409,10.760691
15.014848,12.511555
4.507101,-17.131195
-66.08197,28.199905
57.708393,-115.17745
-86.5055,-110.96795
-41.00796,-136.26707
-5.6741247,-15.019064
49.796207,-11.828555
-0.6341146,-54.984993
107.36044,-44.098354
5.2756276,-16.071741
-67.58488,-6.1448298
18.598429,-20.48938
-89.57027,-43.480877
-90.02484,-103.24103
-49.424892,-72.63361
31.291367,-132.78937
1.0000266,5.343444
56.28345,-98.68029
-0.9364967,-118.828476
-16.898916,10.07357
20.268093,20.251995
-131.14601,-2.5490432
-99.745804,-11.3793
-8.203077,-65.79742
63.516975,-19.974127
-24.760708,-52.933723
104.25241,-39.527184
-0.22267699,-146.58577
-9.864913,-142.99661
56.200527,18.295527
-90.18621,-21.295202
-84.046036,-73.55099
-2.7751937,-119.64867
40.470505,-68.83258
-28.964848,-11.8229065
28.024416,-103.83856
-0.31702048,-146.91159
-62.396988,44.030827
55.779648,-14.671262
5.3226113,-28.894266
24.698465,-79.44378
-14.897175,23.689066
140.40579,-1.7537037
-38.121387,-52.431053
25.713406,40.860893
-41.88048,-43.414253
-52.697193,6.122285
107.2848,-99.788605
-80.76473,-35.802513
5.2011614,-35.38926
8.147941,16.87644
22.663603,5.5751405
-60.500595,-88.81073
34.82682,4.1697955
-8.734301,-17.977177
-9.285759,-91.52982
76.51744,-56.12292
-100.415596,-4.0706286
-75.75651,-103.77758
-61.813274,1.917849
28.14419,-62.424614
1.9021343,-42.379536
11.177083,33.382298
-64.785934,15.471644
12.720579,3.5380816
43.200317,-55.906292
-51.765533,-137.57564
-92.80909,-18.18856
-8.226314,-68.10129
21.134045,27.885128
-63.38018,-16.045176
20.431704,-126.1864
6.6097713,-13.780941
-12.901399,-103.33282
118.46312,-24.705196
0.14588644,-28.257223
-88.460304,-41.782684
-52.23302,13.469261
13.501572,-27.779552
-63.427578,-82.09312
107.00768,-0.06662704
-61.333115,9.370831
8.484963,-66.70708
117.81413,-29.10679
-86.738396,-79.382385
-92.96545,-16.799955
-25.558641,16.934685
39.81257,-131.90746
-30.713598,12.589182
42.966194,18.257362
-12.943121,15.641981
-30.827972,8.05763
17.826252,-21.051716
-151.00804,36.23413
-132.45555,19.870842
22.946587,-1.1966872
118.37123,-39.56588
-34.14248,-58.155937
121.98389,-69.392166
-36.75017,11.185056
-11.90345,-118.96498
77.6701,-56.686592
-94.78675,-18.184187
-105.62922,-39.31757
8.985365,-137.32495
55.568398,22.471724
-18.08587,19.637161
127.98934,7.0755553
-30.535006,-21.142876
-14.848702,23.834791
42.45651,-56.550827
-77.857506,-56.30606
-142.13832,-1.1693645
-4.892507,-75.630196
113.581566,-2.0503237
1.8827391,-42.485023
39.297955,23.58632
7.7514358,-12.678282
-45.665176,16.430653
118.22906,-35.34707
-137.75464,-9.579924
-98.2563,-5.9736614
-25.47189,-17.570803
52.76306,-8.201061
8.088102,-125.9371
13.685351,35.33057
-51.162712,-68.67529
-0.22027542,-75.778046
48.37682,15.075208
-138.5865,-21.178135
38.69844,-145.77042
-49.9997,-52.027454
39.81257,-131.90746
1.9242576,-0.55847114
43.593906,-70.5755
8.300493,-65.5786
1.2386956,18.775904
118.55015,-33.69543
-92.430626,-47.69846
-92.96545,-16.799955
-68.29606,16.072388
109.944626,-67.83807
-42.73583,-14.914465
28.024387,-103.83854
-46.256954,17.907282
-49.705654,-72.7587
120.25586,-16.139866
-144.94633,-37.50303
-110.14141,-31.653418
-53.26073,-65.14074
127.06076,-0.42617977
-22.181677,-60.72536
20.724382,6.0478964
-52.125286,6.217605
-2.0038013,-12.83372
47.783134,12.662278
-151.89487,11.455871
-27.18985,-131.16833
2.5475543,23.715733
58.47026,22.39424
0.14799348,-90.2549
22.720608,-99.070274
-54.785236,-43.873203
-35.934883,-21.27793
51.24062,11.819618
-74.674576,-102.523254
17.30079,-55.12343
-2.5368037,-119.5787
111.00783,-0.8439815
-68.30976,-13.901801
92.92995,-67.40603
-38.883804,11.437182
19.601051,-1.8827126
24.624794,35.506805
-140.46642,48.626053
-150.85518,12.834508
9.231893,-67.31291
126.99843,-0.90576506
-22.732971,12.576576
11.417606,-89.267624
-67.68742,-6.0420585
-66.772736,15.665062
133.19235,-8.834898
-80.76397,-35.803
-132.45555,19.870842
-46.59821,-18.804413
32.132034,-74.90149
-19.9093,13.569126
107.36044,-44.098354
-37.58434,-67.13744
16.397026,-3.6018815
66.72658,-32.362907
21.439291,-52.454906
19.44993,-61.07823
-23.444988,-8.144801
122.64813,-60.770874
-56.594536,-0.5085132
137.47919,9.09486
8.930868,-54.362106
7.709456,-52.535744
103.176254,-58.49477
-103.9261,-1.1391672
-95.97573,-2.6218638
21.296858,-2.1535888
62.921894,-89.64334
1.9898791,-110.767166
33.89906,-50.05116
-3.431084,-13.962792
-8.993195,-142.65358
30.237862,17.895971
-78.37937,-93.921646
-88.84963,-22.855162
-12.938304,-118.14693
120.76738,-57.08223
6.939645,-6.3906207
36.819614,-49.104317
-58.128223,38.46256
-6.3399343,-15.050544
105.43185,-86.83614
-26.675135,-114.925064
-130.27083,-58.83433
2.8806396,24.739943
123.10336,-63.03031
-35.934254,-17.112198
100.832855,-29.92346
-65.61029,22.242588
-50.613026,6.5969405
57.656162,-15.02913
-102.94651,-14.700154
-125.36999,27.326931
-15.62619,23.002539
48.22242,1.4594468
1.1334019,-0.45639932
22.250124,-99.67045
-38.883705,11.437779
-3.5142188,-75.84897
51.516117,7.826927
-137.13622,64.059006
-121.0572,24.323708
8.985144,-137.32494
109.944626,-67.83807
-61.886955,-6.287782
36.819614,-49.104317
-55.8343,-62.536922
22.474417,-1.312974
27.818544,32.18486
-26.675135,-114.925064
-65.07854,-58.407356
-55.092022,-44.170727
36.583702,-9.162345
-0.45226023,-54.66186
105.60089,-41.835598
-4.0372286,-14.346472
-38.733356,-67.42096
43.724766,-62.62697
45.582542,-144.19519
-79.4235,-48.12148
-71.98939,-85.12487
24.244154,-8.661539
-32.369514,-16.708244
27.382183,-119.81524
-12.215506,-118.739136
-7.4311166,-65.81224
55.030952,-117.67102
-78.748116,-27.526318
-142.13924,-1.1695125
-72.06837,52.154587
116.0282,-14.031416
0.555482,-6.2209835
20.431704,-126.1864
17.127316,-3.242414
-20.84423,-98.43424
110.1128,-57.9901
-80.76424,-35.80208
-88.45793,-41.781136
-13.153389,-117.949265
25.651754,-59.69126
-0.52431285,12.429863
30.003801,-60.373634
-16.659447,9.879232
-25.576729,17.026993
60.579994,-16.465158
2.0653265,-36.782505
-90.46377,-37.233505
-45.12092,-59.899727
138.5598,-4.152647
-48.344944,7.90488
14.996349,38.632973
8.621523,14.106708
-68.56297,-79.398796
121.080505,-9.295002
-98.11766,3.199671
-98.2563,-5.9736614
-2.775377,-119.64864
11.833908,-79.445915
-66.34173,-16.14396
39.078335,23.563698
-7.9229317,-67.978806
-49.417747,-78.12008
117.96918,-36.353058
-73.78232,-28.17174
38.69844,-145.77042
-7.3640766,21.55561
118.37123,-39.565872
1.9243281,-0.5584628
41.27384,-72.1523
-14.38195,16.263506
19.218733,-1.9452081
55.030952,-117.67102
-96.64695,-40.69221
11.330021,-48.61112
7.721667,-53.537437
47.36481,-15.0858
-60.053337,21.23153
18.067856,11.317576
1.8674471,22.900496
-14.588666,16.338991
118.22906,-35.34707
-140.89949,-47.320213
19.44993,-61.07823
-3.4572246,-100.87466
100.332214,-58.500786
-3.6011755,-140.6784
60.036007,24.830063
-26.48635,16.084185
-67.49718,-19.38924
117.81413,-29.10679
-92.74051,-37.83248
-130.34698,-21.050076
2.361018,22.998909
45.482292,8.043151
-59.296936,14.795935
29.385164,-54.150776
-15.266203,8.860006
-7.5311317,-110.68828
130.54346,-11.395602
-100.40574,-29.569847
6.748999,-37.447235
-11.406228,-82.65668
30.0776,-49.904327
-29.088572,-63.179737
42.9163,-125.436104
8.225876,16.567892
-54.947845,-44.17329
70.41008,-37.05925
2.0653265,-36.782505
-49.57166,-135.76628
-11.232902,-143.49355
120.376465,-56.53231
8.922934,-130.0925
